,Title,Company,Location,Rating,Date,Salary,Description,Links
56,Operations and Quality Assurance Analyst,Freshway Produce Inc,"Miami, FL 33126 (Flagami area)",NaN,EmployerActive 2 days ago,"$50,000 - $57,000 a year","Operations & Quality Assurance Analyst – Miami, Florida Position Objective: Responsible for analyzing our organizational workflows and processes to…",/pagead/clk?mo=r&ad=-6NYlbfkN0D7v0lQ0hbvcjJw5B_jAKTeXV8qS0UXyzo5fvl2c-o5_HrY3QjeqO1Btmt2GoSK56AUdAGKOfT6IhQiiz2o0i80bZl7TB2gckn_GA7AzAfq8J3oaZ2TI3Zm3xrv3RN7VZqwzM89xhM3qGZ1bLdR9EK1U5bW_ulYGn1vbfot854hfc5_UCZQNa2iFNOlEuLYtoQKz1EpXeWuI6B0MBTwnDRD-nFWQO9MCUm1gDJwp56wZzZ7aeMPLyk19fmtWoXueQ21paYN4mzh1gMJ_gzItwaWHvzRlcUHUelgshMak4LX9dYBJG2r5jh3qPKPpvlTIm2QWOLkZyYK1HR3wc495Yr634GBMTEbUZL5beAV2Z3gCBMPVEoeiVnH4mFL4o-8sxDRGJ5v3mkjHFAe0aq8HqYQc-5by8dk15sojMVz5NfJoJuwX2GYp09McGgGKf5_Zy0VvCYzyAlhuyBySjpfjBlyvYX-B4uikC15VcLx0fxVTKVWuHgmMUaaIZ4Wk4pU14OLnSh9Ohl-1SOKdk8dJN8ldQEHu15Z0DIgZgxEx2_-ww==&xkcb=SoAe-_M3Rugxp8Q3oR0KbzkdCdPP&p=13&fvj=1&vjs=3
57,data analyst,Phasorsoft LLC,"San Bruno, CA 94066+7 locations",NaN,EmployerActive 3 days ago,"$81,492 - $140,235 a year",* analytical aptitude * Driving ownership and accountability * Uses data and analysis to drive decisions * Fosters trust with internal partners * Values team…,/company/Phasorsoft-LLC/jobs/Data-Analyst-27f6adefb52e452a?fccid=37a2ae785d31fe1b&vjs=3
58,Data Analyst,TELLUS SOLUTIONS,+2 locationsRemote,4.1,EmployerActive 1 day ago,Up to $44.46 an hour,"Participates in projects and completes tasks assigned by more experienced analysts and managers.
As a contractor to the Access Hub Strategy team, this…",/company/Tellus-Solutions/jobs/Data-Analyst-348ed25d66815e41?fccid=def1eacd3dd4aba0&vjs=3
59,Data Analyst (Remote),"Westport Properties, Inc.",Remote,4.1,PostedPosted 9 days ago,"$75,000 - $85,000 a year","2+ years of experience in a data analyst role preferred.
WPI is a founding partner of the 501(c)3 Kure-It, a non-profit organization that raises money for…",/rc/clk?jk=ae259d9aa76777c1&fccid=8fb1c7521567d982&vjs=3
60,Data Analyst,Trinity Solar Careers,"Hybrid remote in Iselin, NJ 08830",3.9,EmployerActive 2 days ago,"$60,000 - $200,000 a year","Good understanding of Data integration, Data Quality, and data architecture.
Migrate data from Salesforce to SQL Server and from one SQL server environment to…",/rc/clk?jk=299791cd6c33fb35&fccid=e7cfd040e3604e38&vjs=3
61,Data Analyst,Mastech Digital,"Boston, MA 02108 (Downtown area)+1 location",3.4,EmployerActive 2 days ago,$55 - $65 an hour,"5+ years of experience of data Analysis.
Location: Westlake, TX Or Durham, NC OR Boston, MA OR Merrimack,NH---3 weeks remote and 1 week onsite*.",/company/Mastech-Digital/jobs/Data-Analyst-40b02f0f4f322da6?fccid=44432605a1a5bfa1&vjs=3
62,business analyst,kservices,Remote,NaN,EmployerActive 4 days ago,"$54,109 - $118,658 a year","Need a professional who is very dedicated and willing to learn on the job.
Job Types: Full-time, Part-time.
Pay: $54,108.67 - $118,658.28 per year.",/company/KServices/jobs/Business-Analyst-95cbeac75f81192e?fccid=40e43bddda0f9238&vjs=3
63,Financial Analyst - Contractor,KPMG,Remote,3.9,PostedPosted 1 day ago,$35 - $45 an hour,"Prepare data and reporting on recurring business analytics to support Exec Ed’s strategy and priorities (e.g., custom learning portal, monthly catalog report)…",/company/KPMG/jobs/Financial-Analyst-17bbd692af560b44?fccid=2dd390c3a48a7ed0&vjs=3
64,Data Analyst - Contractor only,"Recora, Inc","Remote in New York, NY 10006",4.5,PostedPosted 7 days ago,$30 - $50 an hour,"Support improvements to internal data models and data architecture.
You will collaborate closely with other analysts, data engineers, data product managers, and…",/rc/clk?jk=5b6dc76923615514&fccid=b0474935b20dd0f4&vjs=3
65,Medical Data Analyst,SNVETECH LLC,Remote,NaN,PostedPosted 2 days ago,$50 an hour,"Experience with population health and ROI, risk or claims data is required.
Your consultant shall be from the following locations only The role will be 100%…",/company/SNVETECH-LLC/jobs/Medical-Data-Analyst-1322198cbece04ac?fccid=0009c5af3cc589c3&vjs=3
66,Data Analyst (Remote),CoinTracker,Remote in California+3 locations,NaN,PostedPosted 30+ days ago,NaN,"As a data analyst, your goal is to take our wide variety of data (blockchains, transactions, usage, mobile/web, etc.) and make it accessible and impact-driven.",/rc/clk?jk=d730d831fb445861&fccid=2890b08a6dd5b774&vjs=3
67,Data Analyst,"DATAMAXIS, Inc","Hybrid remote in Springfield, IL 62701",NaN,EmployerActive 8 days ago,$54 - $58 an hour,"Contribute to the analysis, and delivery of data migration, data integration and data warehousing projects by performing complex data mapping and data…","/company/DATAMAXIS,-Inc/jobs/Data-Analyst-487549f81585cada?fccid=5b6d3274bb4bbf4c&vjs=3"
68,Data Analyst,Syria Justice and Accountability Centre,Remote,NaN,EmployerActive 3 days ago,From $15 an hour,"Previous data entry experience preferred;
Identify problematic areas and gaps in data and report to supervisors; Perform data entry in Arabic and English;",/company/Syria-Justice-and-Accountability-Centre/jobs/Data-Analyst-28c33d33bedc668d?fccid=e36d77c22f7df288&vjs=3
69,Data Analyst Quality – AIR MI,Nike,"Beaverton, OR",4.1,PostedPosted 10 days ago,NaN,"Hands-on quantitative analysis with verifying data quality, data cleaning, aggregating, and pre-processing data from structured and unstructured data sources is…",/rc/clk?jk=983cdddf0ca63de6&fccid=2c62e4de04b8f952&vjs=3
70,Reporting Data Analyst,Unified Women's Healthcare,Remote in Kentucky,2.5,PostedToday,NaN,"Experience analyzing and working with healthcare data.
Build dashboards to monitor daily production data and quality of algorithm results for assigned clients’…",/rc/clk?jk=4fa69d39a916e1bd&fccid=a588466652d74076&vjs=3
71,Associate Research Data Analyst **REMOTE AVAILABLE**,Vanderbilt University Medical Center,"Remote in Nashville, TN 37232",3.7,PostedPosted 30+ days ago,NaN,Makes Data Driven Decisions: Demonstrates strong understanding of the information or data to identify and elevate opportunities.,/rc/clk?jk=839c64a1621caf7b&fccid=9a79b8527fbd5a84&vjs=3
72,Business Analyst,Digipath Infotech,"Remote in Afton, MN 55001",NaN,EmployerActive 1 day ago,"$85,000 - $95,000 a year","Business Analyst capabilities such as excellent communication, collect requirements, good documentation practices, etc….
Document & Manage issues and actions.",/company/Digipath-Infotech/jobs/Business-Analyst-20331c4d0aea549d?fccid=6953a635a1764523&vjs=3
73,Data Analyst (Remote),Stride inc,"Remote in Reston, VA 20190",3.9,PostedPosted 30 days ago,"$47,927 - $104,804 a year",The data analyst should be self-motivated to solve emergent issues with the best available tools and is expected to work collaboratively with other team members…,/rc/clk?jk=f35245342a40e112&fccid=692fb898f0d0e7a2&vjs=3
74,Sr. Data Analyst,Altak Group,Remote,NaN,EmployerActive 11 days ago,$46 - $52 an hour,"Work closely with business analysts and source data experts to develop data requirements.
Acquire data from internal or external data sources and maintain…",/company/Altak-Group/jobs/Senior-Data-Analyst-3ee50f5724e3e534?fccid=8220da6fca2ce647&vjs=3
75,Data Analyst,"Stefanini, Inc","Greensboro, NC+1 location",3.8,PostedPosted 6 days ago,"$123,000 - $128,000 a year","Able to extract and structure data using specialized analytics tools.
Collect, visualize & analyze data for opportunities / problems defined by the business.",/rc/clk?jk=c5d8c2740fca31f6&fccid=7e646b8cb4a11b13&vjs=3
76,Data Analyst,Silent Falcon UAS Technologies,"Remote in Front Royal, VA",NaN,PostedPosted 30 days ago,NaN,"Ensuring layers are represented and displayed correctly according to the collected data.
Relabeling of data, for use by the client - both internal and…",/rc/clk?jk=e8790d13c379709e&fccid=7365f0a63cf93492&vjs=3
77,Data Analyst,Osmose Utilities Services,"Depew, NY 14043",3.0,PostedPosted 30+ days ago,NaN,"Work with customer and their GIS data system to extract required project data and project parameters and conditions.
Proven knowledge of GIS and ESRI software.",/rc/clk?jk=4bdeb42bd688e3ee&fccid=5eda82eba39b0f64&vjs=3
78,Business Analyst/Programmer-60544,Syneren Technologies Corporation,"Remote in Silver Spring, MD",2.6,PostedToday,NaN,"Syneren is currently seeking a Business Analyst/Programmer that is a self-starter, works independently, understands the agile development lifecycle, customer…",/rc/clk?jk=335c9ab04e75f7cf&fccid=a38d6c8ec55c0242&vjs=3
79,Data Analyst,Northrop Grumman Federal Credit Union (NGFCU),Remote,2.9,EmployerActive 2 days ago,"$71,458 - $119,244 a year","Data warehousing, data cleaning, and other analytical techniques required for data usage.
Knowledge of various data structures and the ability to manipulate…",/company/Northrop-Grumman-Federal-Credit-Union/jobs/Data-Analyst-b67ba97aca78116a?fccid=0dc8cce5efd402d9&vjs=3
80,Business Analyst(Banking),ASA,"New York, NY 10020 (Midtown area)+1 location",3.9,EmployerActive 2 days ago,$95 - $96 an hour,"Demonstrable proficiency with SQL Server and data mining skills.
Must be adept at making data useful and digestible by all parties involved.",/company/SysMind/jobs/Business-Analyst-72f1d4f92e2f1676?fccid=61830e4d6b219496&vjs=3
81,Data Analyst,University of Oregon,"Eugene, OR",4.3,EmployerActive 2 days ago,"$74,484 - $118,128 a year",The demands for trusted institutional data are exponentially rising as complex data analytics inform institutional decisions and planning.,/company/University-of-Oregon/jobs/Data-Analyst-07f9c91c85ce1f80?fccid=3aa6e2f79750bfc5&vjs=3
82,Junior Business Analyst,aezion inc,Remote,NaN,EmployerActive 9 days ago,$20 - $25 an hour,"As a Junior Business Analyst, you will be gathering business requirements and analyzing trends to improve business processes.
Job Types: Full-time, Contract.",/company/Aezion-Inc/jobs/Junior-Business-Analyst-b61a08efbb341f17?fccid=cb986d614fb22aa4&vjs=3
83,Data Analyst,Hewlett Packard Enterprise,"Spring, TX 77389+1 location",3.8,PostedToday,"$73,400 - $168,900 a year","Creating value from business-focused data and analytics initiatives.
Raise the level of data literacy in the organization.",/rc/clk?jk=744ffdcaec63969b&fccid=216eb700022de6f6&vjs=3
84,Data Analyst,Prime 8 Consulting,"Remote in Bellevue, WA 98004",4.5,PostedPosted 16 days ago,$50 - $65 an hour,Own and drive a core set of analytical data products that help teams understand marketing and account trends to make data-driven and informed decisions.,/rc/clk?jk=c0407e29311a36c8&fccid=41eda005a23ac215&vjs=3
85,Data Analyst,"IT Engagements,Inc.",+1 locationRemote,NaN,EmployerActive 4 days ago,$55 - $60 an hour,"Experience in Transformation projects and understanding of legacy data vs current needs by requirements.
Ability to independently perform data analysis with…",/company/IT-Engagements/jobs/Data-Analyst-8f671c3faf34fa70?fccid=0a97ba15ee10e561&vjs=3
86,Curam Business Analyst,Kollasoft Inc,Remote,3.5,PostedToday,$90 - $100 an hour,"At least 5-7 years of experience in a Business (IT) systems analyst/consulting role.
At least 5-7 years of Curam SPM implementation knowledge and experience.",/company/Kollasoft-Inc/jobs/Curam-Business-Analyst-930ddcddfcdcbafc?fccid=5609db5c3807ff68&vjs=3
87,Data Analyst,"Tillster, Inc.",Remote,2.9,PostedPosted 21 days ago,"$80,000 - $100,000 a year","Update production explores and dashboards to ensure consistent and accurate data as underlying data warehouse changes.
Final interview with our VP Data.",/rc/clk?jk=014da710728df307&fccid=b431fc8a18ae4fa3&vjs=3
88,Lead Analyst - Data Journalist,Lumen,Remote,3.5,PostedToday,"$72,540 - $161,520 a year","Experience creating and analyzing data to make business improvements.
Adaptable, able to coalesce imperfect data and imperfect questions into great solutions.",/rc/clk?jk=77f7d24c4619147b&fccid=fa05afb3210273ab&vjs=3
89,Data Analyst,Helm,"Albuquerque, NM+1 location",3.8,EmployerActive 4 days ago,NaN,"Experience with data delivery and data science tools such as Denodo, Tableau, RStudio, and Cloudera.
Experience with development and automation of data…",/company/HELM/jobs/Data-Analyst-ee9a78fa4cf1cd46?fccid=feeac034ca41a48b&vjs=3
90,AI Business Analyst,"Roots Automation, Inc.",Remote,NaN,PostedPosted 2 days ago,"$90,000 - $115,000 a year",Roots Automation is seeking a business analyst who is interested in helping customers successfully onboard and maintain Digital Coworkers.,/rc/clk?jk=a47616df8c4b7639&fccid=210d27faf95891bc&vjs=3
91,Data Analyst I,State of New Mexico,"Santa Fe, NM 87505+1 location",3.5,PostedToday,"$50,155 - $80,248 a year","Analyzing data using MS Excel functions and formulas.
5 PhD degree in the field(s) specified in the minimum qualification AND 0 years of experience.",/rc/clk?jk=cb314d4150eb06fe&fccid=09ed896583ff5570&vjs=3
92,Data Analyst,Circulo Health,"Remote in Columbus, OH",2.3,EmployerActive 2 days ago,"$75,000 - $90,000 a year",We are currently looking for a data analyst to build Circulo’s data/analytics function to ensure the effective and efficient delivery of capabilities to…,/rc/clk?jk=92932eca00cc4e16&fccid=07d8eea04155564f&vjs=3
93,Business Analyst,Ascent Technologies,Remote,3.8,EmployerActive 4 days ago,$27.78 - $69.94 an hour,"Onsite anni data enginneer-pheonix,az python,charlottee,nc ba-houston tx.
Job Description: Involved in resource / volume ramp-up plan/ backfilling resources…",/company/Ascent-Technologies/jobs/Business-Analyst-96d9d42f01fa4c53?fccid=51edff5a0e8a9380&vjs=3
94,Data Analyst,bhanu.c@sdnaglobal.com,"Austin, TX",NaN,EmployerActive 2 days ago,"$80,000 - $120,000 a year","Ability to conduct targeted research in registered data sources.
Ability to understand the underlying data structure impacted by maintenance edits.",/rc/clk?cmp=bhanu.c%40sdnaglobal.com&ti=Data+Analyst&jk=ecf9bea8d1616345&fccid=dd616958bd9ddc12&vjs=3
95,Junior Data Analyst,Aptive,Remote+1 location,3.5,PostedPosted 28 days ago,NaN,"Extract, build and analyze data from various VA data sources.
2-5 years of experience developing and supporting SAS, SQL and/or Python data analysis.",/rc/clk?jk=38256b8c882d87b5&fccid=ed2347c09522ed5a&vjs=3
96,Data Analyst,Wyckoff Heights Medical Center,"Brooklyn, NY 11237 (Bushwick area)",3.7,EmployerActive 16 days ago,"$75,000 - $78,000 a year","\* Previous experience in managing data and working with various databases needed.
\* Navigate and extract data to provide custom reporting and analysis on…",/company/Wyckoff-Heights-Medical-Center/jobs/Data-Analyst-a40cb70d9e89ae8e?fccid=8806856c2e60cd04&vjs=3
97,Marketing Data Analyst (remote),PACIFIC THE DISCOVERY AGENCY,"Remote in San Diego, CA",NaN,PostedPosted 30+ days ago,"$75,000 - $85,000 a year",The Marketing Data Analyst is responsible for supporting on-demand marketing analytics requests and developing innovative analytics tools across all aspects of…,/rc/clk?jk=bfbc07a1ed2a951f&fccid=e9c5beb39ade32fd&vjs=3
98,Data Analyst,Equitable,"Charlotte, NC",3.4,PostedPosted 30+ days ago,"$85,000 - $110,000 a year","Proven expertise of data governance dependencies on an enterprise analytics platform, including data quality, metadata management, and data catalog.",/rc/clk?jk=669deb4f4aeea48f&fccid=bebbe8874a5ab185&vjs=3
99,Data Analyst - Remote,UnitedHealth Group,"Remote in El Segundo, CA 90245",3.6,PostedToday,"$56,300 - $110,400 a year","2+ years of experience in data analytics role.
Creating interactive data visualizations that help pinpoint KPI performance and opportunities.",/rc/clk?jk=94dcb5919e7d102a&fccid=d3d3520998346837&vjs=3
100,Data Analyst (Tableau/Power BI),DSMH LLC,"Peoria, IL 61629 (Downtown Peoria area)",NaN,EmployerActive 3 days ago,$40 - $45 an hour,"3 years of experience working with: SQL Alteryx Tableau or Power BI.
The client uses quantitative methods such as business simulations, data mining, modelling…",/company/DSMH-LLC/jobs/Data-Analyst-dfc1ad880324b66f?fccid=cec1996c9bfed425&vjs=3
101,Data Analyst,New Forest Capital,Remote,5.0,EmployerActive 2 days ago,$35 - $40 an hour,"2-3 years of experience in data analysis.
Data analyst will work across entire organization supporting key initiatives - identifying data needs, spotting data…",/company/New-Forest-Capital/jobs/Data-Analyst-b73b25f9288c4bbb?fccid=5e7a13783ec72cb6&vjs=3
102,Donor Data Analyst,The Trevor Project,Remote,4.2,PostedPosted 30+ days ago,"$75,000 - $90,000 a year","Experienced. You have a proven track record working with Non-profit CRMs like Salesforce NPSP, building data models, dashboards, reports and data extracts from…",/rc/clk?jk=231fa36a1cc8a9fc&fccid=293914d8e1bfb395&vjs=3
103,Business Analyst,AppTad,+1 locationRemote,3.6,EmployerActive 7 days ago,$27.92 - $65.07 an hour,"Experience leading data integration efforts of internal and external data sources.
Proficient in SQL for data testing, validation and analysis.",/company/Apptad-Inc/jobs/Business-Analyst-6ab332c70094f8f8?fccid=ef27ca64113c0839&vjs=3
104,Business Intelligence Analyst,"EMT Groupe, LLC",Remote,NaN,PostedPosted 4 days ago,"$94,780 - $198,705 a year","Power BI: 5 years (Required).
We collaborate with our stakeholders to implement efficient processes, data driven decision making, tooling innovation and…","/company/EMT-Groupe,-LLC/jobs/Business-Intelligence-Analyst-41a8dca3f0fce315?fccid=66ffadae9d4e921a&vjs=3"
105,Data & Reporting Analyst,Brigham Young University,"Provo, UT 84602 (University area)",4.5,PostedToday,"$59,250 - $77,000 a year","3-5 years of experience in a data reporting related position.
Ability to collaborate effectively with other data analysts within the department as well as data…",/rc/clk?jk=a5aa76e62646a4fa&fccid=dafdad863f89ff06&vjs=3
106,Data Analyst,BDSA,"Remote in Louisville, CO+1 location",NaN,PostedPosted 27 days ago,$15 - $17 an hour,"Prior experience with data management software.
Audit data through standard verification processes to detect errors.
FLSA Classification: Full-Time, Non-Exempt.",/rc/clk?jk=f41db72690b8c62e&fccid=1068f23bdc8cad68&vjs=3
107,Graduate Data Analyst,Shine - Mission Driven Growth,"New York, NY",NaN,PostedPosted 1 day ago,NaN,"Create unique solutions to business problems using data available internally or sourcing data from external sources.
Create and manage automated reports.",/rc/clk?jk=55f48eadc45fe4ed&fccid=dd616958bd9ddc12&vjs=3
108,Business Analyst,MedRisk LLC,+1 locationRemote,2.4,PostedToday,NaN,Translate business/data requirements into functional specifications for both the developers and QA analysts within their respective scrum team.,/rc/clk?jk=cf3d99af15396694&fccid=0052e4aea9c87981&vjs=3
109,Data Analyst,RPX,"San Francisco, CA 94105 (Financial District area)",NaN,PostedPosted 13 days ago,"$80,000 - $92,000 a year","Provide data-based answers to questions posed by the business and clients.
The focus of this role is synthesizing data, extracting high level insights, and…",/rc/clk?jk=a269faf55acfd4cc&fccid=3bd140ae8fb16e1c&vjs=3
110,Business Analyst (USC),Nest Tech,"Remote in Reston, VA 20190+1 location",NaN,EmployerActive 1 day ago,"$90,000 - $130,000 a year","Position: Business Analyst (Preferred USC / GC/ H4).
Strong analytical skills, including business/reporting requirements.
Process modeling / BPMN a plus.",/company/Nest-Tech/jobs/Business-Analyst-51695904535d8d8d?fccid=cb0ea57860fcbc68&vjs=3
111,Business Analyst,Ghritachi Inc,Remote,NaN,PostedPosted 1 day ago,$50 - $55 an hour,5-8 years' experience of relevant experience as a Business Analysis and/or Product analyst across multiple projects in at least 1 full project life cycle.,/company/Ghritachi-Inc/jobs/Business-Analyst-10135187eaa2b674?fccid=3e97c80a41bde1da&vjs=3
112,Business Analyst,Hypercode LLC,Remote,NaN,EmployerActive 1 day ago,"$50,372 - $114,254 a year","Responsible for the identification of opportunities to use/leverage new or existing applications.
Responsible for gathering and analysis of objectives, value…",/company/Hypercode-LLC/jobs/Business-Analyst-b042c1fdb339a221?fccid=6a95fe61b66d7b68&vjs=3
113,Data Analyst,ECS,Remote,NaN,EmployerActive 17 days ago,"$60,000 - $100,000 a year","Ability to meet fast turnaround times on data extract requests for strategic and other outreach initiatives.
Ability to build applications using Power BI, Power…",/company/ERPi/jobs/Data-Analyst-5462690c44bc59a8?fccid=f9d7b934feb454be&vjs=3
114,Sr. Data Analyst,GlobalEmployees.com,Remote,NaN,PostedPosted 2 days ago,"$62,652 - $129,704 a year","Research & implement new data products or capabilities;
Creating SQL queries from scratch using real business data;
Candidates will not have to commute to work.",/company/GlobalEmployees.com/jobs/Senior-Data-Analyst-4d512c39078d589b?fccid=77a94c9bb914e359&vjs=3
115,Data Analyst,Medata Inc,"Remote in Irvine, CA 92606",3.2,EmployerActive 3 days ago,$35 - $50 an hour,"*Data Verification:* Analyze data for discrepancies and identify errors and abnormalities in the data.
*Data Modeling:* Verify and transform collected data sets…",/rc/clk?jk=ea6979033a0810c1&fccid=1a719100c654cd5d&vjs=3
116,SAP HANA DATA ANALYST,Fuge Technologies Inc,"Portland, OR 97217 (Overlook area)",NaN,PostedJust posted,$70 - $75 an hour,"Experience in analyzing data types, data models, relationships, and data analysis concepts with expertise in data mapping along with data preparation which…",/company/Fuge-Technologies-Inc/jobs/SAP-Hana-Data-Analyst-44774f47136c9371?fccid=05d954141b7a8562&vjs=3
